"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4100.|Total area of the country (1000 ha)","4.|Algeria","World | Africa",238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",,238174.0,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","117.|Republic of Korea","World | Asia",2.745939978E9,"E",,4.702747059E9,"E",,1.136755835E10,"E",,4.0255785124E10,"E",,8.163921869E10,"E",,1.51E11,"E",,3.56E11,"E",,5.6E11,"E",,6.09E11,"E",,1.12E12,"E",,1.22E12,"E",,1.38E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","194.|Saudi Arabia","World | Asia",1.75E9,"E",,2.65E9,"E",,9.664157499E9,"E",,7.4188249979E10,"E",,1.53E11,"E",,8.5695861148E10,"E",,1.36E11,"E",,1.65E11,"E",,1.89E11,"E",,4.16E11,"E",,7.34E11,"E",,6.46E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","200.|Singapore","World | Asia",8.25874494E8,"E",,1.237415176E9,"E",,2.719900396E9,"E",,6.617425714E9,"E",,1.6078932759E10,"E",,2.0897470244E10,"E",,5.2156414979E10,"E",,1.0E11,"E",,9.1941192896E10,"E",,1.8E11,"E",,2.89E11,"E",,2.93E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","38.|Sri Lanka","World | Asia",1.434156379E9,"E",,1.859465021E9,"E",,2.553936348E9,"E",,4.104509583E9,"E",,4.768765017E9,"E",,6.68216712E9,"E",,9.703011636E9,"E",,1.5091913884E10,"E",,1.6536535647E10,"E",,3.2350248411E10,"E",,6.8434399083E10,"E",,8.2316172384E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","212.|Syrian Arab Republic","World | Asia",1.110565864E9,"E",,1.580229795E9,"E",,3.059682162E9,"E",,7.69601136E9,"E",,1.6298905397E10,"E",,1.1356215713E10,"E",,1.3253565899E10,"E",,1.4505233969E10,"E",,2.1582248882E10,"E",,4.0405006007E10,"E",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","208.|Tajikistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,1.909246641E9,"E",,9.21843116E8,"E",,1.221113795E9,"E",,3.719515379E9,"E",,7.633036366E9,"E",,7.853450374E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","216.|Thailand","World | Asia",3.30891293E9,"E",,5.638461437E9,"E",,8.177872958E9,"E",,1.9779312336E10,"E",,3.6589772337E10,"E",,5.053544568E10,"E",,1.11E11,"E",,1.5E11,"E",,1.34E11,"E",,2.63E11,"E",,3.97E11,"E",,3.95E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","176.|Timor-Leste","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,4.44E8,"E",,5.59E8,"E",,1.295E9,"E",,1.412377919E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","223.|Turkey","World | Asia",8.922222222E9,"E",,1.5666666667E10,"E",,2.0431095406E10,"E",,5.8676813687E10,"E",,6.4546332581E10,"E",,8.7172789528E10,"E",,1.58E11,"E",,1.9E11,"E",,2.33E11,"E",,6.47E11,"E",,7.89E11,"E",,7.18E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","213.|Turkmenistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,3.200539816E9,"E",,2.45008497E9,"E",,4.462028989E9,"E",,1.2664165103E10,"E",,3.5164210526E10,"E",,3.7334232257E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","225.|United Arab Emirates","World | Asia",,"",,,"",,,"",,2.4871774866E10,"E",,4.6622718557E10,"E",,3.6384908706E10,"E",,5.4239171888E10,"E",,7.8839008445E10,"E",,1.1E11,"E",,2.58E11,"E",,3.73E11,"E",,3.7E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","235.|Uzbekistan","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,1.2941297376E10,"E",,1.4744603774E10,"E",,9.687951055E9,"E",,2.2311393928E10,"E",,5.1183443225E10,"E",,6.6732801393E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","237.|Viet Nam","World | Asia",,"",,,"",,,"",,,"",,,"",,3.6658108169E10,"E",,9.866990096E9,"E",,2.6843701137E10,"E",,3.7947904054E10,"E",,7.7414425532E10,"E",,1.56E11,"E",,1.94E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","249.|Yemen","World | Asia",,"",,,"",,,"",,,"",,,"",,,"",,6.463649985E9,"E",,6.83903903E9,"E",,1.0693278292E10,"E",,2.5633674564E10,"E",,3.2074766835E10,"E",,3.5954502304E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","3.|Albania","World | Europe",,"",,,"",,,"",,,"",,,"",,2.1566249E9,"E",,7.09452584E8,"E",,2.359903108E9,"E",,4.435078648E9,"E",,1.0701011897E10,"E",,1.2319784787E10,"E",,1.1455595709E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","6.|Andorra","World | Europe",,"",,,"",,1.13414399E8,"E",,2.53998001E8,"E",,3.75914807E8,"E",,6.11300147E8,"E",,1.20999265E9,"E",,1.180646068E9,"E",,1.717563533E9,"E",,4.010785102E9,"E",,3.146177741E9,"E",,3.249100667E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","11.|Austria","World | Europe",7.75611021E9,"E",,1.1579431669E10,"E",,2.2006470861E10,"E",,5.142158563E10,"E",,7.1103585384E10,"E",,1.24E11,"E",,1.95E11,"E",,2.12E11,"E",,2.13E11,"E",,3.86E11,"E",,4.07E11,"E",,3.74E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","57.|Belarus","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.7022180272E10,"E",,1.4128412417E10,"E",,1.4594925393E10,"E",,4.5275747861E10,"E",,6.3615445567E10,"E",,5.4608962635E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","255.|Belgium","World | Europe",1.3264015675E10,"E",,1.9992040788E10,"E",,3.7408626615E10,"E",,8.3283407091E10,"E",,9.2588982518E10,"E",,1.5E11,"E",,2.36E11,"E",,2.55E11,"E",,2.59E11,"E",,4.72E11,"E",,4.98E11,"E",,4.54E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","80.|Bosnia and Herzegovina","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,3.671816504E9,"E",,6.651226179E9,"E",,1.5776422673E10,"E",,1.7207367626E10,"E",,1.5995392118E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","27.|Bulgaria","World | Europe",,"",,,"",,,"",,,"",,1.9804095112E10,"E",,2.8429027976E10,"E",,1.0350515464E10,"E",,1.1195630537E10,"E",,1.6360346654E10,"E",,4.476573338E10,"E",,5.3576670828E10,"E",,4.895295908E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","98.|Croatia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.0279479681E10,"E",,2.3822087053E10,"E",,2.6878499206E10,"E",,6.0093155533E10,"E",,5.6485301967E10,"E",,4.8732003674E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","50.|Cyprus","World | Europe",,"",,,"",,,"",,7.34876218E8,"E",,2.159242417E9,"E",,3.704813886E9,"E",,6.912150456E9,"E",,9.504538198E9,"E",,1.1345759615E10,"E",,2.3716042497E10,"E",,2.4940600822E10,"E",,1.93197294E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","167.|Czechia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,6.1621364981E10,"E",,8.1696651659E10,"E",,1.89E11,"E",,2.06E11,"E",,1.82E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","54.|Denmark","World | Europe",7.812968114E9,"E",,1.2788479692E10,"E",,2.2966364109E10,"E",,4.9666416195E10,"E",,5.9916301294E10,"E",,1.09E11,"E",,1.53E11,"E",,1.74E11,"E",,1.79E11,"E",,3.2E11,"E",,3.25E11,"E",,2.95E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","63.|Estonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,3.986615194E9,"E",,5.06624211E9,"E",,7.322068381E9,"E",,2.2237065426E10,"E",,2.3135266649E10,"E",,2.2691482755E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","64.|Faroe Islands","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,1.268445919E9,"E",,2.278229533E9,"E",,2.356505419E9,"E",,2.613458942E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","67.|Finland","World | Europe",6.340580854E9,"E",,9.36895401E9,"E",,1.4754136507E10,"E",,3.3524682308E10,"E",,5.283212039E10,"E",,9.1642093873E10,"E",,1.13E11,"E",,1.27E11,"E",,1.4E11,"E",,2.55E11,"E",,2.57E11,"E",,2.3E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","68.|France","World | Europe",7.6313782252E10,"E",,1.19E11,"E",,2.04E11,"E",,4.11E11,"E",,5.87E11,"E",,9.38E11,"E",,1.41E12,"E",,1.46E12,"E",,1.5E12,"E",,2.66E12,"E",,2.68E12,"E",,2.42E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","79.|Germany","World | Europe",,"",,,"",,2.99E11,"E",,5.98E11,"E",,7.74E11,"E",,1.29E12,"E",,2.12E12,"E",,2.22E12,"E",,2.08E12,"E",,3.44E12,"E",,3.54E12,"E",,3.36E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","84.|Greece","World | Europe",5.327573509E9,"E",,9.136711288E9,"E",,1.6885506818E10,"E",,3.6176233117E10,"E",,5.4617991327E10,"E",,6.5652751132E10,"E",,1.16E11,"E",,1.43E11,"E",,1.54E11,"E",,3.18E11,"E",,2.46E11,"E",,1.95E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","94.|Holy See","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","97.|Hungary","World | Europe",,"",,,"",,7.074918567E9,"E",,1.4173861741E10,"E",,2.314584831E10,"E",,2.6108718022E10,"E",,3.8541488005E10,"E",,4.7130701347E10,"E",,6.7516529107E10,"E",,1.39E11,"E",,1.27E11,"E",,1.21E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","99.|Iceland","World | Europe",2.84916516E8,"E",,6.21225962E8,"E",,8.46506911E8,"E",,2.226538694E9,"E",,3.232804218E9,"E",,5.565384032E9,"E",,7.138787995E9,"E",,7.596126046E9,"E",,9.161798221E9,"E",,2.129384123E10,"E",,1.4194519025E10,"E",,1.6598494831E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","104.|Ireland","World | Europe",2.260349684E9,"E",,3.343636773E9,"E",,6.325159323E9,"E",,1.1260977195E10,"E",,2.1498879946E10,"E",,3.3958627692E10,"E",,5.5981360981E10,"E",,8.2816779608E10,"E",,1.28E11,"E",,2.7E11,"E",,2.25E11,"E",,2.38E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","106.|Italy","World | Europe",5.0383891899E10,"E",,8.1133120065E10,"E",,1.45E11,"E",,2.57E11,"E",,4.26E11,"E",,8.03E11,"E",,1.32E12,"E",,1.24E12,"E",,1.27E12,"E",,2.2E12,"E",,2.07E12,"E",,1.81E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","119.|Latvia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,4.848056772E9,"E",,6.522759497E9,"E",,9.537868349E9,"E",,3.0847189167E10,"E",,2.8023276372E10,"E",,2.7035266718E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","125.|Liechtenstein","World | Europe",,"",,,"",,1.24940289E8,"E",,3.0349312E8,"E",,5.22096761E8,"E",,1.052849231E9,"E",,1.631176647E9,"E",,2.298390595E9,"E",,2.688617885E9,"E",,4.601430549E9,"E",,5.487773452E9,"E",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","126.|Lithuania","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,8.562311027E9,"E",,1.0120274493E10,"E",,1.4278357284E10,"E",,3.9738180077E10,"E",,4.2852204396E10,"E",,4.1243983587E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","256.|Luxembourg","World | Europe",7.41509481E8,"E",,9.74721763E8,"E",,1.988356063E9,"E",,3.961996736E9,"E",,4.812039555E9,"E",,8.700076499E9,"E",,1.6225873777E10,"E",,1.9526405503E10,"E",,2.3308582722E10,"E",,5.0323159047E10,"E",,5.5986712368E10,"E",,5.7793612066E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","134.|Malta","World | Europe",1.36079936E8,"E",,1.75918252E8,"E",,2.95106775E8,"E",,6.25563347E8,"E",,1.234474742E9,"E",,1.751293216E9,"E",,3.021944632E9,"E",,3.63346475E9,"E",,4.296164768E9,"E",,7.466219569E9,"E",,8.882509104E9,"E",,9.64284865E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","140.|Monaco","World | Europe",,"",,,"",,4.02460333E8,"E",,8.11250927E8,"E",,1.143229072E9,"E",,1.839095595E9,"E",,2.737066956E9,"E",,2.840182192E9,"E",,2.905973022E9,"E",,5.974371696E9,"E",,6.074884389E9,"E",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","273.|Montenegro","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,3.668857104E9,"E",,4.087725813E9,"E",,3.992640233E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","150.|Netherlands","World | Europe",1.464705737E10,"E",,2.5087562181E10,"E",,5.4008338918E10,"E",,1.25E11,"E",,1.56E11,"E",,2.42E11,"E",,3.58E11,"E",,4.12E11,"E",,4.65E11,"E",,8.39E11,"E",,8.29E11,"E",,7.53E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","162.|Norway","World | Europe",6.066976683E9,"E",,9.514496703E9,"E",,1.735861085E10,"E",,4.1508030431E10,"E",,6.2647195538E10,"E",,9.4230055659E10,"E",,1.31E11,"E",,1.61E11,"E",,1.95E11,"E",,4.01E11,"E",,5.1E11,"E",,3.88E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","173.|Poland","World | Europe",,"",,,"",,,"",,,"",,,"",,6.3877404753E10,"E",,9.2527774558E10,"E",,1.58E11,"E",,1.99E11,"E",,4.29E11,"E",,5.0E11,"E",,4.75E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","174.|Portugal","World | Europe",3.668222358E9,"E",,5.740241166E9,"E",,1.1240223128E10,"E",,2.1441635411E10,"E",,3.0530759334E10,"E",,4.8187667853E10,"E",,1.08E11,"E",,1.17E11,"E",,1.34E11,"E",,2.4E11,"E",,2.16E11,"E",,1.99E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","146.|Republic of Moldova","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.320435308E9,"E",,1.930071407E9,"E",,1.661818168E9,"E",,4.401154128E9,"E",,7.284686576E9,"E",,6.551161404E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","183.|Romania","World | Europe",,"",,,"",,,"",,,"",,,"",,3.8067565161E10,"E",,2.5121666667E10,"E",,3.583858817E10,"E",,4.6174557556E10,"E",,1.72E11,"E",,1.72E11,"E",,1.78E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","185.|Russian Federation","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,4.6E11,"E",,4.05E11,"E",,3.45E11,"E",,1.3E12,"E",,2.17E12,"E",,1.33E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","192.|San Marino","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,8.7995721E8,"E",,1.687567364E9,"E",,1.899879955E9,"E",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","272.|Serbia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,4.0289556656E10,"E",,4.0742313861E10,"E",,3.6513027128E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","199.|Slovakia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,,"",,2.7660149541E10,"E",,3.5083608131E10,"E",,8.6072414454E10,"E",,9.304971783E10,"E",,8.6581789952E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","198.|Slovenia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,1.2522536279E10,"E",,2.0749144658E10,"E",,2.3563581047E10,"E",,4.8114700246E10,"E",,4.6240004973E10,"E",,4.2746980843E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","203.|Spain","World | Europe",1.6138545209E10,"E",,3.1647119228E10,"E",,5.8971806627E10,"E",,1.32E11,"E",,1.95E11,"E",,3.18E11,"E",,6.29E11,"E",,5.89E11,"E",,7.05E11,"E",,1.48E12,"E",,1.34E12,"E",,1.2E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","210.|Sweden","World | Europe",1.7511477311E10,"E",,2.7463409202E10,"E",,4.8263914959E10,"E",,9.3136775103E10,"E",,1.13E11,"E",,1.8E11,"E",,2.8E11,"E",,2.64E11,"E",,2.64E11,"E",,4.88E11,"E",,5.44E11,"E",,4.93E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","211.|Switzerland","World | Europe",1.1879982759E10,"E",,1.7740013179E10,"E",,3.3830223659E10,"E",,6.7152808753E10,"E",,1.11E11,"E",,1.93E11,"E",,2.71E11,"E",,2.87E11,"E",,3.01E11,"E",,4.77E11,"E",,6.65E11,"E",,6.65E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","154.|The former Yugoslav Republic of Macedonia","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,2.316618543E9,"E",,3.735312143E9,"E",,4.018365247E9,"E",,8.336478142E9,"E",,9.745251126E9,"E",,1.0086021261E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","230.|Ukraine","World | Europe",,"",,,"",,,"",,,"",,,"",,,"",,7.394223533E10,"E",,5.0150401354E10,"E",,4.2392896031E10,"E",,1.43E11,"E",,1.76E11,"E",,9.0615023324E10,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","229.|United Kingdom","World | Europe",8.0601939635E10,"E",,1.11E11,"E",,1.7E11,"E",,2.63E11,"E",,5.15E11,"E",,7.45E11,"E",,1.18E12,"E",,1.45E12,"E",,1.68E12,"E",,2.97E12,"E",,2.63E12,"E",,2.85E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","10.|Australia","World | Oceania",1.9883525591E10,"E",,3.037854183E10,"E",,5.1928738318E10,"E",,1.1E11,"E",,1.94E11,"E",,1.89E11,"E",,3.25E11,"E",,4.36E11,"E",,3.94E11,"E",,8.53E11,"E",,1.54E12,"E",,1.34E12,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","47.|Cook Islands","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","66.|Fiji","World | Oceania",1.22912941E8,"E",,1.62625886E8,"E",,3.16650509E8,"E",,7.19533137E8,"E",,1.194015444E9,"E",,1.177908192E9,"E",,1.531803061E9,"E",,2.093994597E9,"E",,1.842691481E9,"E",,3.405050612E9,"E",,3.977652383E9,"E",,4.386008745E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","83.|Kiribati","World | Oceania",,"",,,"",,1.8936527E7,"E",,3.8748059E7,"E",,2.9659195E7,"E",,2.392452E7,"E",,4.9724295E7,"E",,6.9152442E7,"E",,7.2259046E7,"E",,1.23002259E8,"E",,1.74984469E8,"E",,1.45237022E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","127.|Marshall Islands","World | Oceania",,"",,,"",,,"",,,"",,3.4918E7,"E",,6.2983E7,"E",,9.1063E7,"E",,1.06289109E8,"E",,1.24735072E8,"E",,1.50071645E8,"E",,1.84439555E8,"E",,1.86716626E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","145.|Micronesia (Federated States of)","World | Oceania",,"",,,"",,,"",,,"",,,"",,1.167E8,"E",,1.781E8,"E",,2.069003E8,"E",,2.415434E8,"E",,2.558908E8,"E",,3.2583516E8,"E",,3.18071979E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","148.|Nauru","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","156.|New Zealand","World | Oceania",6.077496268E9,"E",,5.961418094E9,"E",,9.567331065E9,"E",,1.5445837859E10,"E",,2.4164603059E10,"E",,4.0376973073E10,"E",,4.1649298171E10,"E",,6.6074513018E10,"E",,6.6628222189E10,"E",,1.37E11,"E",,1.77E11,"E",,1.74E11,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","160.|Niue","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","180.|Palau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,8.2451E7,"E",,1.13213E8,"E",,1.635E8,"E",,1.96E8,"E",,2.142E8,"E",,2.874E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","244.|Samoa","World | Oceania",,"",,,"",,,"",,,"",,1.21218641E8,"E",,1.11716549E8,"E",,1.32303041E8,"E",,2.85475592E8,"E",,2.88078881E8,"E",,5.70469197E8,"E",,8.04209309E8,"E",,7.61037916E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","25.|Solomon Islands","World | Oceania",,"",,2.5203524E7,"E",,4.0606712E7,"E",,9.3147039E7,"E",,1.88446092E8,"E",,2.386063E8,"E",,3.78778047E8,"E",,5.67919503E8,"E",,3.41663056E8,"E",,5.16074229E8,"E",,1.025124684E9,"E",,1.156834751E9,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","218.|Tokelau","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",,,"",
"4112.|Gross Domestic Product (GDP) (current US$)","219.|Tonga","World | Oceania",,"",,,"",,,"",,3.4139388E7,"E",,6.2068161E7,"E",,8.1667133E7,"E",,1.37066291E8,"E",,2.12155125E8,"E",,1.81801931E8,"E",,2.99657872E8,"E",,4.57244315E8,"E",,4.34386307E8,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","227.|Tuvalu","World | Oceania",,"",,,"",,,"",,,"",,,"",,,"",,9742604.0,"E",,1.2701094E7,"E",,1.5451309E7,"E",,2.7030374E7,"E",,3.9875751E7,"E",,3.7859554E7,"E",
"4112.|Gross Domestic Product (GDP) (current US$)","155.|Vanuatu","World | Oceania",,"",,,"",,,"",,,"",,9.8144644E7,"E",,1.30834146E8,"E",,1.96142585E8,"E",,2.55890222E8,"E",,2.62603782E8,"E",,5.2642831E8,"E",,7.81702874E8,"E",,8.14954587E8,"E",

"",,,"1958-1962",,,"1963-1967",,,"1968-1972",,,"1973-1977",,,"1978-1982",,,"1983-1987",,,"1988-1992",,,"1993-1997",,,"1998-2002",,,"2003-2007",,,"2008-2012",,,"2013-2017",,
"4458.|GDP per capita (current US$/inhab)","4.|Algeria","World | Africa",171.2,"E",,252.4,"E",,439.7,"E",,1186.0,"E",,2197.0,"E",,2790.0,"E",,1766.0,"E",,1612.0,"E",,1774.0,"E",,3940.0,"E",,5582.0,"E",,4210.0,"E",
"4458.|GDP per capita (current US$/inhab)","7.|Angola","World | Africa",,"",,,"",,,"",,,"",,,"",,649.9,"E",,872.8,"E",,554.2,"E",,775.8,"E",,3151.0,"E",,5069.0,"E",,4116.0,"E",
"4458.|GDP per capita (current US$/inhab)","53.|Benin","World | Africa",94.46,"E",,112.0,"E",,135.0,"E",,218.5,"E",,322.5,"E",,343.7,"E",,315.2,"E",,356.6,"E",,411.9,"E",,685.5,"E",,807.7,"E",,779.1,"E",
"4458.|GDP per capita (current US$/inhab)","20.|Botswana","World | Africa",64.81,"E",,92.89,"E",,223.4,"E",,508.7,"E",,948.5,"E",,1558.0,"E",,2840.0,"E",,3050.0,"E",,3044.0,"E",,5668.0,"E",,6885.0,"E",,6362.0,"E",
"4458.|GDP per capita (current US$/inhab)","233.|Burkina Faso","World | Africa",76.53,"E",,84.36,"E",,99.33,"E",,176.8,"E",,245.1,"E",,291.1,"E",,241.0,"E",,229.5,"E",,260.8,"E",,474.7,"E",,673.0,"E",,613.0,"E",
"4458.|GDP per capita (current US$/inhab)","29.|Burundi","World | Africa",73.75,"E",,55.12,"E",,69.58,"E",,143.1,"E",,232.4,"E",,221.5,"E",,183.7,"E",,151.5,"E",,115.3,"E",,159.3,"E",,244.2,"E",,276.0,"E",
"4458.|GDP per capita (current US$/inhab)","35.|Cabo Verde","World | Africa",,"",,,"",,,"",,,"",,474.9,"E",,726.1,"E",,996.3,"E",,1197.0,"E",,1364.0,"E",,3146.0,"E",,3497.0,"E",,3131.0,"E",
"4458.|GDP per capita (current US$/inhab)","32.|Cameroon","World | Africa",125.0,"E",,148.7,"E",,200.6,"E",,411.1,"E",,772.4,"E",,1115.0,"E",,890.5,"E",,669.0,"E",,648.4,"E",,1071.0,"E",,1222.0,"E",,1251.0,"E",
"4458.|GDP per capita (current US$/inhab)","37.|Central African Republic","World | Africa",79.95,"E",,95.3,"E",,121.2,"E",,240.7,"E",,310.2,"E",,436.6,"E",,457.1,"E",,268.1,"E",,256.8,"E",,404.1,"E",,472.8,"E",,306.8,"E",
"4458.|GDP per capita (current US$/inhab)","39.|Chad","World | Africa",114.6,"E",,130.9,"E",,153.4,"E",,219.8,"E",,176.9,"E",,215.1,"E",,296.4,"E",,206.1,"E",,220.8,"E",,801.4,"E",,972.7,"E",,775.7,"E",
"4458.|GDP per capita (current US$/inhab)","45.|Comoros","World | Africa",,"",,,"",,,"",,,"",,326.1,"E",,517.5,"E",,604.7,"E",,418.8,"E",,428.8,"E",,712.1,"E",,750.3,"E",,791.1,"E",
"4458.|GDP per capita (current US$/inhab)","46.|Congo","World | Africa",155.9,"E",,194.0,"E",,289.4,"E",,463.5,"E",,1131.0,"E",,1043.0,"E",,1166.0,"E",,808.2,"E",,927.2,"E",,2259.0,"E",,3191.0,"E",,1851.0,"E",
"4458.|GDP per capita (current US$/inhab)","107.|Côte d'Ivoire","World | Africa",172.5,"E",,235.9,"E",,321.7,"E",,865.7,"E",,840.6,"E",,922.1,"E",,854.8,"E",,766.4,"E",,718.5,"E",,1079.0,"E",,1281.0,"E",,1399.0,"E",
"4458.|GDP per capita (current US$/inhab)","250.|Democratic Republic of the Congo","World | Africa",0.0,"E",,0.0,"E",,0.0,"E",,0.0,"E",,0.0,"E",,0.0,"E",,217.7,"E",,136.7,"E",,171.2,"E",,273.5,"E",,390.7,"E",,456.1,"E",
"4458.|GDP per capita (current US$/inhab)","72.|Djibouti","World | Africa",,"",,,"",,,"",,,"",,,"",,768.9,"E",,762.3,"E",,733.2,"E",,792.9,"E",,1061.0,"E",,1587.0,"E",,1790.0,"E",
"4458.|GDP per capita (current US$/inhab)","59.|Egypt","World | Africa",140.2,"E",,171.9,"E",,241.4,"E",,362.5,"E",,561.1,"E",,776.4,"E",,710.4,"E",,1211.0,"E",,1239.0,"E",,1675.0,"E",,3222.0,"E",,3617.0,"E",
