

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Slovenia",198,"Industrial water withdrawal",4252,2007,0.7629,"E","",""
"Slovenia",198,"Industrial water withdrawal",4252,2012,0.7641,"E","",""
"Slovenia",198,"Industrial water withdrawal",4252,2013,0.988,"E","",""
"Somalia",201,"Industrial water withdrawal",4252,1987,0.0,"","",""
"Somalia",201,"Industrial water withdrawal",4252,2000,0.0,"L","",""
"Somalia",201,"Industrial water withdrawal",4252,2003,0.002,"I","",""
"South Africa",202,"Industrial water withdrawal",4252,1990,1.448,"","",""
"South Africa",202,"Industrial water withdrawal",4252,1995,1.102,"I","",""
"South Africa",202,"Industrial water withdrawal",4252,2000,1.052,"","[242]",""
"South Africa",202,"Industrial water withdrawal",4252,2005,0.9475,"L","",""
"South Africa",202,"Industrial water withdrawal",4252,2013,1.625,"","",""
"South Sudan",277,"Industrial water withdrawal",4252,2011,0.225,"","",""
"Spain",203,"Industrial water withdrawal",4252,1986,11.92,"","",""
"Spain",203,"Industrial water withdrawal",4252,1991,6.4,"E","",""
"Spain",203,"Industrial water withdrawal",4252,1997,6.68,"E","",""
"Spain",203,"Industrial water withdrawal",4252,2002,7.447,"E","",""
"Spain",203,"Industrial water withdrawal",4252,2007,6.495,"E","",""
"Spain",203,"Industrial water withdrawal",4252,2012,6.572,"E","",""
"Sri Lanka",38,"Industrial water withdrawal",4252,1990,0.195,"","",""
"Sri Lanka",38,"Industrial water withdrawal",4252,2000,0.5136,"L","",""
"Sri Lanka",38,"Industrial water withdrawal",4252,2005,0.831,"","",""
"Sudan",276,"Industrial water withdrawal",4252,2011,0.075,"","",""
"Suriname",207,"Industrial water withdrawal",4252,1987,0.022,"","",""
"Suriname",207,"Industrial water withdrawal",4252,2000,0.02,"L","",""
"Suriname",207,"Industrial water withdrawal",4252,2006,0.1355,"","",""
"Swaziland",209,"Industrial water withdrawal",4252,1980,0.016,"","",""
"Swaziland",209,"Industrial water withdrawal",4252,2000,0.012,"I","",""
"Swaziland",209,"Industrial water withdrawal",4252,2005,0.0207,"L","",""
"Sweden",210,"Industrial water withdrawal",4252,1970,2.96,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,1975,2.96,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,1980,2.96,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,1992,1.783,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,1997,1.509,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,2002,1.503,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,2007,1.523,"E","",""
"Sweden",210,"Industrial water withdrawal",4252,2010,1.572,"E","",""
"Switzerland",211,"Industrial water withdrawal",4252,2012,0.6427,"E","",""
"Syrian Arab Republic",212,"Industrial water withdrawal",4252,1997,0.418,"","",""
"Syrian Arab Republic",212,"Industrial water withdrawal",4252,2002,0.569,"","",""
"Syrian Arab Republic",212,"Industrial water withdrawal",4252,2005,0.6154,"L","",""
"Tajikistan",208,"Industrial water withdrawal",4252,1994,0.501,"","",""
"Tajikistan",208,"Industrial water withdrawal",4252,2000,0.56,"L","",""
"Tajikistan",208,"Industrial water withdrawal",4252,2006,0.4078,"","",""
"Thailand",216,"Industrial water withdrawal",4252,1982,1.123,"","",""
"Thailand",216,"Industrial water withdrawal",4252,1987,1.297,"","",""
"Thailand",216,"Industrial water withdrawal",4252,1990,1.436,"","",""
"Thailand",216,"Industrial water withdrawal",4252,2007,2.777,"","",""
"The former Yugoslav Republic of Macedonia",154,"Industrial water withdrawal",4252,1996,0.274,"","",""
"The former Yugoslav Republic of Macedonia",154,"Industrial water withdrawal",4252,2002,0.1397,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Industrial water withdrawal",4252,2007,0.1993,"E","",""
"The former Yugoslav Republic of Macedonia",154,"Industrial water withdrawal",4252,2013,0.107,"E","",""
"Timor-Leste",176,"Industrial water withdrawal",4252,2000,0.0044,"I","",""
"Timor-Leste",176,"Industrial water withdrawal",4252,2004,0.002,"","",""
"Togo",217,"Industrial water withdrawal",4252,1987,0.012,"","",""
"Togo",217,"Industrial water withdrawal",4252,2002,0.004,"","",""
"Togo",217,"Industrial water withdrawal",4252,2005,0.0063,"L","",""
"Trinidad and Tobago",220,"Industrial water withdrawal",4252,1997,0.0938,"","",""
"Trinidad and Tobago",220,"Industrial water withdrawal",4252,2000,0.099,"","",""
"Trinidad and Tobago",220,"Industrial water withdrawal",4252,2005,0.116,"I","",""
"Trinidad and Tobago",220,"Industrial water withdrawal",4252,2011,0.1289,"I","",""
"Tunisia",222,"Industrial water withdrawal",4252,1990,0.086,"","",""
"Tunisia",222,"Industrial water withdrawal",4252,1995,0.098,"I","",""
"Tunisia",222,"Industrial water withdrawal",4252,2000,0.11,"","",""
"Tunisia",222,"Industrial water withdrawal",4252,2011,0.165,"I","[243]",""
"Turkey",223,"Industrial water withdrawal",4252,1992,3.5,"","",""
"Turkey",223,"Industrial water withdrawal",4252,2000,4.1,"","",""
"Turkey",223,"Industrial water withdrawal",4252,2003,4.3,"","",""
"Turkmenistan",213,"Industrial water withdrawal",4252,1994,0.139,"","",""
"Turkmenistan",213,"Industrial water withdrawal",4252,2000,0.2701,"L","",""
"Turkmenistan",213,"Industrial water withdrawal",4252,2004,0.839,"","",""
"Uganda",226,"Industrial water withdrawal",4252,1970,0.016,"","",""
"Uganda",226,"Industrial water withdrawal",4252,2002,0.046,"","",""
"Uganda",226,"Industrial water withdrawal",4252,2008,0.05,"","",""
"Ukraine",230,"Industrial water withdrawal",4252,1992,13.5,"","",""
"Ukraine",230,"Industrial water withdrawal",4252,2000,9.486,"I","",""
"Ukraine",230,"Industrial water withdrawal",4252,2005,7.24,"I","",""
"Ukraine",230,"Industrial water withdrawal",4252,2010,7.126,"I","",""
"United Arab Emirates",225,"Industrial water withdrawal",4252,1980,0.081,"","",""
"United Arab Emirates",225,"Industrial water withdrawal",4252,1995,0.2,"","",""
"United Arab Emirates",225,"Industrial water withdrawal",4252,2000,0.1113,"I","",""
"United Arab Emirates",225,"Industrial water withdrawal",4252,2005,0.069,"I","",""
"United Kingdom",229,"Industrial water withdrawal",4252,2000,7.19,"L","",""
"United Kingdom",229,"Industrial water withdrawal",4252,2007,1.193,"E","",""
"United Republic of Tanzania",215,"Industrial water withdrawal",4252,1970,0.024,"","",""
"United Republic of Tanzania",215,"Industrial water withdrawal",4252,2002,0.025,"I","",""
"United States of America",231,"Industrial water withdrawal",4252,1990,303.9,"","[244]",""
"United States of America",231,"Industrial water withdrawal",4252,2000,298.8,"","[245]",""
"United States of America",231,"Industrial water withdrawal",4252,2005,305.1,"","[246]",""
"United States of America",231,"Industrial water withdrawal",4252,2010,248.4,"","[247]",""
"Uruguay",234,"Industrial water withdrawal",4252,1965,0.0195,"","",""
"Uruguay",234,"Industrial water withdrawal",4252,2000,0.08,"","",""
"Uzbekistan",235,"Industrial water withdrawal",4252,1994,1.103,"","",""
"Uzbekistan",235,"Industrial water withdrawal",4252,2001,2.35,"","",""
"Uzbekistan",235,"Industrial water withdrawal",4252,2005,1.5,"","",""
"Venezuela (Bolivarian Republic of)",236,"Industrial water withdrawal",4252,1970,0.451,"","",""
"Venezuela (Bolivarian Republic of)",236,"Industrial water withdrawal",4252,2000,0.6831,"L","",""
"Venezuela (Bolivarian Republic of)",236,"Industrial water withdrawal",4252,2005,0.7933,"L","",""
"Viet Nam",237,"Industrial water withdrawal",4252,1980,1.5,"","",""
"Viet Nam",237,"Industrial water withdrawal",4252,1985,2.87,"","",""
"Viet Nam",237,"Industrial water withdrawal",4252,2000,3.263,"L","",""
"Viet Nam",237,"Industrial water withdrawal",4252,2005,3.074,"","",""
"Yemen",249,"Industrial water withdrawal",4252,1990,0.031,"","",""
"Yemen",249,"Industrial water withdrawal",4252,2000,0.068,"","",""
"Yemen",249,"Industrial water withdrawal",4252,2005,0.065,"","",""
"Zambia",251,"Industrial water withdrawal",4252,1992,0.107,"","",""
"Zambia",251,"Industrial water withdrawal",4252,1994,0.118,"","",""
"Zambia",251,"Industrial water withdrawal",4252,2000,0.13,"L","",""
"Zimbabwe",181,"Industrial water withdrawal",4252,1987,0.085,"","",""
"Zimbabwe",181,"Industrial water withdrawal",4252,2002,0.298,"","",""
"Zimbabwe",181,"Industrial water withdrawal",4252,2007,0.215,"","[248]",""
"Afghanistan",2,"Municipal water withdrawal",4251,1987,0.2611,"","",""
"Afghanistan",2,"Municipal water withdrawal",4251,2000,0.1542,"L","",""
"Afghanistan",2,"Municipal water withdrawal",4251,2005,0.2034,"L","",""
"Albania",3,"Municipal water withdrawal",4251,1990,0.1,"","",""
"Albania",3,"Municipal water withdrawal",4251,2000,0.5504,"L","",""
"Albania",3,"Municipal water withdrawal",4251,2005,0.5613,"L","",""
"Algeria",4,"Municipal water withdrawal",4251,1980,0.66,"","",""
"Algeria",4,"Municipal water withdrawal",4251,1990,1.12,"","",""
"Algeria",4,"Municipal water withdrawal",4251,2000,1.721,"I","",""
"Algeria",4,"Municipal water withdrawal",4251,2012,3.02,"I","[249]",""
"Angola",7,"Municipal water withdrawal",4251,1987,0.067,"","",""
"Angola",7,"Municipal water withdrawal",4251,2000,0.246,"L","",""
"Angola",7,"Municipal water withdrawal",4251,2005,0.3195,"L","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,1990,0.003,"","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,2005,0.0053,"L","",""
"Antigua and Barbuda",8,"Municipal water withdrawal",4251,2012,0.0072,"","",""
"Argentina",9,"Municipal water withdrawal",4251,1995,4.56,"","",""
"Argentina",9,"Municipal water withdrawal",4251,2011,5.85,"","",""
"Armenia",1,"Municipal water withdrawal",4251,1995,0.865,"","",""
"Armenia",1,"Municipal water withdrawal",4251,2002,0.5168,"I","",""
"Armenia",1,"Municipal water withdrawal",4251,2006,0.843,"I","",""
"Australia",10,"Municipal water withdrawal",4251,2001,4.443,"","[250]",""
"Australia",10,"Municipal water withdrawal",4251,2005,4.191,"","[251]",""
"Australia",10,"Municipal water withdrawal",4251,2012,3.744,"","[252]",""
"Australia",10,"Municipal water withdrawal",4251,2013,4.259,"","[253]",""
"Austria",11,"Municipal water withdrawal",4251,1980,0.5582,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1985,0.7088,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1990,0.6851,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1997,0.6871,"E","",""
"Austria",11,"Municipal water withdrawal",4251,1999,0.6687,"E","",""
"Austria",11,"Municipal water withdrawal",4251,2010,0.72,"E","",""
"Azerbaijan",52,"Municipal water withdrawal",4251,1997,0.222,"","",""
"Azerbaijan",52,"Municipal water withdrawal",4251,2002,0.503,"","",""
"Azerbaijan",52,"Municipal water withdrawal",4251,2005,0.521,"","",""
"Bahamas",12,"Municipal water withdrawal",4251,2000,0.025,"","",""
"Bahamas",12,"Municipal water withdrawal",4251,2013,0.031,"I","",""
"Bahrain",13,"Municipal water withdrawal",4251,1990,0.094,"","",""
"Bahrain",13,"Municipal water withdrawal",4251,2003,0.1779,"","",""
"Bangladesh",16,"Municipal water withdrawal",4251,1987,0.675,"","",""
"Bangladesh",16,"Municipal water withdrawal",4251,1990,1.7,"","",""
"Bangladesh",16,"Municipal water withdrawal",4251,2008,3.6,"","[254]",""
"Barbados",14,"Municipal water withdrawal",4251,1996,0.02,"I","",""
"Barbados",14,"Municipal water withdrawal",4251,2005,0.02,"I","",""
"Belarus",57,"Municipal water withdrawal",4251,1995,0.752,"I","[255]",""
"Belarus",57,"Municipal water withdrawal",4251,2000,0.8505,"I","[256]",""
"Belarus",57,"Municipal water withdrawal",4251,2005,0.803,"I","[257]",""
"Belarus",57,"Municipal water withdrawal",4251,2010,0.5895,"I","[258]",""
"Belarus",57,"Municipal water withdrawal",4251,2013,0.547,"I","[259]",""
"Belgium",255,"Municipal water withdrawal",4251,1980,0.9933,"","",""
"Belgium",255,"Municipal water withdrawal",4251,1997,0.874,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2002,0.7358,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2007,0.7304,"E","",""
"Belgium",255,"Municipal water withdrawal",4251,2009,0.7093,"E","",""
"Belize",23,"Municipal water withdrawal",4251,1987,0.002,"","",""
"Belize",23,"Municipal water withdrawal",4251,1995,0.011,"","",""
"Belize",23,"Municipal water withdrawal",4251,2000,0.0114,"","",""
"Benin",53,"Municipal water withdrawal",4251,1985,0.031,"","",""
"Benin",53,"Municipal water withdrawal",4251,1990,0.0321,"I","",""
"Benin",53,"Municipal water withdrawal",4251,1994,0.033,"","",""
"Benin",53,"Municipal water withdrawal",4251,2001,0.041,"","",""
"Bhutan",18,"Municipal water withdrawal",4251,1987,0.0072,"","",""
"Bhutan",18,"Municipal water withdrawal",4251,2008,0.017,"","",""
"Bolivia (Plurinational State of)",19,"Municipal water withdrawal",4251,1987,0.124,"","",""
"Bolivia (Plurinational State of)",19,"Municipal water withdrawal",4251,2009,0.136,"","",""
"Bosnia and Herzegovina",80,"Municipal water withdrawal",4251,2002,0.3218,"E","",""
"Botswana",20,"Municipal water withdrawal",4251,1992,0.036,"","",""
"Botswana",20,"Municipal water withdrawal",4251,1995,0.0521,"I","",""
"Botswana",20,"Municipal water withdrawal",4251,2000,0.079,"","[260]",""
"Botswana",20,"Municipal water withdrawal",4251,2005,0.0878,"L","",""
"Brazil",21,"Municipal water withdrawal",4251,1996,11.5,"","",""
"Brazil",21,"Municipal water withdrawal",4251,2006,16.23,"","",""
"Brazil",21,"Municipal water withdrawal",4251,2010,17.21,"","",""
"Brunei Darussalam",26,"Municipal water withdrawal",4251,2007,0.1389,"E","",""
"Brunei Darussalam",26,"Municipal water withdrawal",4251,2009,0.1515,"E","",""
"Bulgaria",27,"Municipal water withdrawal",4251,1988,0.417,"","",""
"Bulgaria",27,"Municipal water withdrawal",4251,2002,1.07,"E","",""
"Burkina Faso",233,"Municipal water withdrawal",4251,1985,0.06,"","",""
"Burkina Faso",233,"Municipal water withdrawal",4251,1992,0.073,"","",""
"Burkina Faso",233,"Municipal water withdrawal",4251,1995,0.0885,"I","",""
"Burkina Faso",233,"Municipal water withdrawal",4251,2000,0.2789,"L","",""
"Burkina Faso",233,"Municipal water withdrawal",4251,2005,0.3756,"L","",""
"Burundi",29,"Municipal water withdrawal",4251,1987,0.036,"","",""
"Burundi",29,"Municipal water withdrawal",4251,2000,0.049,"I","",""
"Burundi",29,"Municipal water withdrawal",4251,2005,0.0431,"L","",""
"Cabo Verde",35,"Municipal water withdrawal",4251,2001,0.0016,"","",""
"Cambodia",115,"Municipal water withdrawal",4251,1987,0.026,"","",""
"Cambodia",115,"Municipal water withdrawal",4251,2006,0.098,"","",""
"Cameroon",32,"Municipal water withdrawal",4251,1987,0.18,"","",""
"Cameroon",32,"Municipal water withdrawal",4251,1992,0.184,"","",""
"Cameroon",32,"Municipal water withdrawal",4251,2000,0.1611,"L","",""
"Cameroon",32,"Municipal water withdrawal",4251,2005,0.2468,"L","",""
"Canada",33,"Municipal water withdrawal",4251,1991,5.102,"E","[261]",""
"Canada",33,"Municipal water withdrawal",4251,1996,5.201,"E","[262]",""
"Canada",33,"Municipal water withdrawal",4251,1998,5.413,"E","",""
"Canada",33,"Municipal water withdrawal",4251,2007,5.878,"E","",""
"Central African Republic",37,"Municipal water withdrawal",4251,1987,0.015,"","",""
"Central African Republic",37,"Municipal water withdrawal",4251,2000,0.0548,"L","",""
"Central African Republic",37,"Municipal water withdrawal",4251,2005,0.0601,"L","",""
"Chad",39,"Municipal water withdrawal",4251,1987,0.029,"","",""
"Chad",39,"Municipal water withdrawal",4251,2000,0.0885,"L","",""
"Chad",39,"Municipal water withdrawal",4251,2005,0.1037,"L","",""
"Chile",40,"Municipal water withdrawal",4251,1975,1.008,"","",""
"Chile",40,"Municipal water withdrawal",4251,1992,1.095,"","",""
"Chile",40,"Municipal water withdrawal",4251,2000,1.043,"L","",""
"Chile",40,"Municipal water withdrawal",4251,2006,1.267,"","",""
"China",351,"Municipal water withdrawal",4251,1980,6.769,"","",""
"China",351,"Municipal water withdrawal",4251,1985,29.69,"I","",""
"China",351,"Municipal water withdrawal",4251,1990,35.0,"","",""
"China",351,"Municipal water withdrawal",4251,1993,25.16,"","",""
"China",351,"Municipal water withdrawal",4251,2000,34.72,"L","",""
"China",351,"Municipal water withdrawal",4251,2005,67.53,"","",""
"China",351,"Municipal water withdrawal",4251,2010,76.6,"","",""
"China",351,"Municipal water withdrawal",4251,2013,75.01,"","",""
"Colombia",44,"Municipal water withdrawal",4251,2000,2.467,"","",""
"Colombia",44,"Municipal water withdrawal",4251,2008,3.134,"","[263]",""
"Comoros",45,"Municipal water withdrawal",4251,1999,0.0048,"","",""
"Congo",46,"Municipal water withdrawal",4251,1987,0.0248,"","",""
"Congo",46,"Municipal water withdrawal",4251,2002,0.032,"","",""
"Congo",46,"Municipal water withdrawal",4251,2005,0.0637,"L","",""
"Costa Rica",48,"Municipal water withdrawal",4251,1997,0.757,"","",""
"Costa Rica",48,"Municipal water withdrawal",4251,2013,0.76,"","",""
"Côte d'Ivoire",107,"Municipal water withdrawal",4251,1987,0.156,"","",""
"Côte d'Ivoire",107,"Municipal water withdrawal",4251,1994,0.162,"","",""
"Côte d'Ivoire",107,"Municipal water withdrawal",4251,2000,0.5392,"L","",""
"Côte d'Ivoire",107,"Municipal water withdrawal",4251,2005,0.6359,"L","",""
"Croatia",98,"Municipal water withdrawal",4251,2012,0.513,"E","",""
"Croatia",98,"Municipal water withdrawal",4251,2013,0.5079,"E","",""
"Cuba",49,"Municipal water withdrawal",4251,1975,0.729,"","",""
"Cuba",49,"Municipal water withdrawal",4251,1995,1.78,"","",""
"Cuba",49,"Municipal water withdrawal",4251,2007,1.7,"I","",""
"Cuba",49,"Municipal water withdrawal",4251,2013,1.7,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1975,0.025,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1980,0.037,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1985,0.045,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1990,0.055,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,1993,0.05,"","",""
"Cyprus",50,"Municipal water withdrawal",4251,2002,0.0461,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2007,0.0656,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2012,0.0788,"E","",""
"Cyprus",50,"Municipal water withdrawal",4251,2013,0.0841,"E","",""
"Czechia",167,"Municipal water withdrawal",4251,1997,0.9585,"E","",""
"Democratic People's Republic of Korea",116,"Municipal water withdrawal",4251,1987,1.56,"","",""
